019JACKS,Ian Jackson,,,,,,,,,,
For Pay End Periods between 1/07/1982 and 25/06/1985,,,,,,,,,,,
,,,,Number of,,,,,,,
Period End Date,Pay Frequency,,Location,,Description,,,,,Hours,Amount
15/05/1984,1W01 - Weekly,,CARCOSA,1,,,,,,,
,,,,,Normal Hours,,,,,4,105.36
,,,,,Gross Taxable Total,,,,,0,105.36
,,,,,Tax (Incl Adjust),,,,,0,0
,,,,,Net Pay,,,,,0,105.36
22/05/1984,1W01 - Weekly,,CARCOSA,1,,,,,,,
,,,,,Normal Hours,,,,,4.5,118.53
,,,,,Gross Taxable Total,,,,,0,118.53
,,,,,Tax (Incl Adjust),,,,,0,0
,,,,,Net Pay,,,,,0,118.53
5/06/1984,1W01 - Weekly,,CARCOSA,1,,,,,,,
,,,,,Normal Hours,,,,,8.5,223.88
,,,,,Gross Taxable Total,,,,,0,223.88
,,,,,Tax (Incl Adjust),,,,,0,0
,,,,,Uniforms - Reducing Balance,,,,,0,-10
,,,,,Net Pay,,,,,0,213.88
12/06/1984,1W01 - Weekly,,CARCOSA,1,,,,,,,
,,,,,Normal Hours,,,,,5.5,144.87
,,,,,Sun Cas Ldg,,,,,5.5,101.41
,,,,,Gross Taxable Total,,,,,0,246.28
,,,,,Tax (Incl Adjust),,,,,0,0
,,,,,Uniforms - Reducing Balance,,,,,0,-10
,,,,,Net Pay,,,,,0,236.28
,,,,,Superannuation,,,,,0,44.67
ACME Payroll (Registered to AMALGAMATED CO. PTY. LTD.),,,,,,,,,00:00.7,,
,,,,,Employee Previous Earnings,,,,,,
,,,,,AMALGAMATED WIDGETS PTY LTD,,,,,,
Employee Previous Earnings,,,,,,,,,,,Page 216 of 553
Payroll Company,,AMALGAMATED WIDGETS - AMALGAMATED WIDGETS PTY LTD,,,,,,,,,
020MARTI,Zoe Martin,,,,,,,,,,
For Pay End Periods between 1/07/1982 and 25/06/1985,,,,,,,,,,,
,,,,Number of,,,,,,,
Period End Date,Pay Frequency,,Location,,Description,,,,,Hours,Amount
12/12/1983,1W01 - Weekly,,CARCOSA,2,,,,,,,
,,,,,Normal Hours,,,,,33,391.14
,,,,,Gross Taxable Total,,,,,0,391.14
,,,,,Tax (Incl Adjust),,,,,0,0
,,,,,Net Pay,,,,,0,391.14
19/12/1983,1W01 - Weekly,,CARCOSA,1,,,,,,,
,,,,,Normal Hours,,,,,18,213.35
,,,,,Gross Taxable Total,,,,,0,213.35
,,,,,Tax (Incl Adjust),,,,,0,0
,,,,,Net Pay,,,,,0,213.35
26/12/1983,1W01 - Weekly,,CARCOSA,1,,,,,,,
,,,,,Normal Hours,,,,,15,177.79
,,,,,Gross Taxable Total,,,,,0,177.79
,,,,,Tax (Incl Adjust),,,,,0,0
,,,,,Net Pay,,,,,0,177.79
ACME Payroll (Registered to AMALGAMATED CO. PTY. LTD.),,,,,,,,,00:00.7,,
